5/1/2014 0:00,0,0.9,0.7,0,0.6,4.3,1.8,0.2
5/1/2014 0:15,0,0.9,0.7,0,0.6,3.8,1.7,0.6
5/1/2014 0:30,0,0.9,0.7,0,0.6,3.7,1.8,0.6
5/1/2014 0:45,0,0.9,0.7,0,0.6,3.9,1.9,0.6
5/1/2014 1:00,0,0.9,0.7,0,0.6,4,1.8,0.6
5/1/2014 1:15,0,0.9,0.7,0,0.6,4,1.8,0.6
5/1/2014 1:30,0,0.9,0.7,0,0.6,4.2,1.8,0.5
5/1/2014 1:45,0,0.9,0.7,0,0.6,4.1,1.8,0.6
5/1/2014 2:00,0,0.9,0.7,0,0.6,3.9,1.7,1
5/1/2014 2:15,0,0.9,0.7,0,0.6,3.8,1.7,1
5/1/2014 2:30,0,0.9,0.7,0,0.6,3.6,1.6,0.9
5/1/2014 2:45,0,0.9,0.7,0,0.6,3.4,1.6,0.9
5/1/2014 3:00,0,0.9,0.7,0,0.6,3.6,1.5,0.9
5/1/2014 3:15,0,0.9,0.7,0,0.6,3.5,1.6,0.9
5/1/2014 3:30,0,0.9,0.7,0,0.6,3.7,1.6,0.9
5/1/2014 3:45,0,0.9,0.7,0,0.6,3.6,1.6,0.9
5/1/2014 4:00,0,0.9,0.7,0,0.6,3.5,1.6,0.9
5/1/2014 4:15,0,0.9,0.7,0,0.6,3.6,1.7,0.9
5/1/2014 4:30,0,0.9,0.7,0,0.6,3.4,1.6,0.9
5/1/2014 4:45,0,0.9,0.7,0,0.6,3.6,1.6,0.9
5/1/2014 5:00,0,0.9,0.7,0,0.6,3.6,1.6,0.9
5/1/2014 5:15,0,0.9,0.7,0,0.6,3.4,1.6,0.9
5/1/2014 5:30,0,0.9,0.7,0,0.6,3.5,1.7,0.9
5/1/2014 5:45,0,0.9,0.7,0,0.6,3.4,1.6,0.9
5/1/2014 6:00,0,0.9,0.7,0,0.6,3.6,1.6,0.9
5/1/2014 6:15,0,0.9,0.7,0,0.6,3.3,1.5,0.9
5/1/2014 6:30,0,0.9,0.7,0,0.6,3.6,1.6,0.9
